order_id,supplier_id,product_id,order_date,quantity,expected_delivery,order_status
90,18,2,2025-06-05,253,2025-06-18,Pending
91,9,126,2024-08-18,174,2024-08-26,Delivered
92,18,130,2026-04-02,206,2026-04-04,Delivered
93,17,77,2026-05-28,242,2026-06-03,Cancelled
94,7,28,2025-07-27,34,2025-08-06,Delivered
95,17,92,2025-05-10,291,2025-05-12,Confirmed
96,14,79,2025-02-23,82,2025-02-27,Pending
97,3,131,2025-03-31,298,2025-04-04,Shipped
98,20,45,2026-02-06,149,2026-02-12,Pending
99,2,87,2025-11-26,241,2025-12-01,Cancelled
100,3,135,2026-02-04,174,2026-02-08,Shipped
101,13,43,2025-09-07,127,2025-09-10,Shipped
102,11,89,2025-04-11,271,2025-04-22,Confirmed
103,20,130,2025-02-17,60,2025-02-28,Confirmed
104,8,35,2026-04-29,36,2026-05-12,Shipped
105,10,129,2026-05-12,292,2026-05-18,Delivered
106,10,69,2024-11-02,157,2024-11-04,Confirmed
107,9,105,2024-10-19,160,2024-10-24,Pending
108,17,22,2026-07-02,210,2026-07-04,Shipped
109,19,89,2025-03-14,159,2025-03-27,Delivered
110,8,2,2025-11-24,112,2025-12-03,Delivered
111,15,41,2026-02-02,213,2026-02-15,Confirmed
112,20,97,2026-01-16,239,2026-01-21,Cancelled
113,16,130,2025-07-25,290,2025-07-30,Pending
114,13,74,2026-07-08,262,2026-07-14,Cancelled
115,17,11,2026-02-24,65,2026-03-08,Cancelled
116,17,92,2026-04-06,123,2026-04-18,Cancelled
117,8,19,2025-07-20,47,2025-08-03,Pending
118,12,60,2026-04-30,176,2026-05-09,Shipped
119,6,2,2026-07-15,11,2026-07-29,Cancelled
120,18,116,2026-05-31,281,2026-06-12,Cancelled
121,9,75,2025-01-25,162,2025-01-28,Shipped
122,11,111,2025-04-16,295,2025-04-29,Delivered
123,16,41,2026-05-24,140,2026-06-03,Cancelled
124,2,55,2025-10-20,216,2025-10-30,Confirmed
125,5,16,2025-02-11,127,2025-02-26,Confirmed
126,19,128,2026-01-31,151,2026-02-03,Shipped
127,15,33,2025-06-12,82,2025-06-27,Confirmed
128,2,88,2026-02-10,279,2026-02-21,Delivered
129,13,118,2025-10-05,263,2025-10-18,Delivered
130,1,37,2025-05-09,42,2025-05-16,Shipped
131,9,88,2025-01-15,125,2025-01-23,Shipped
132,3,13,2024-10-27,137,2024-11-10,Cancelled
133,18,147,2026-07-06,72,2026-07-11,Cancelled
134,9,75,2026-01-06,122,2026-01-14,Shipped
135,13,15,2024-11-08,42,2024-11-22,Shipped
136,17,9,2026-07-03,29,2026-07-10,Shipped
137,11,45,2025-12-23,218,2025-12-25,Delivered
138,18,129,2026-01-08,53,2026-01-13,Cancelled
139,20,53,2025-12-02,98,2025-12-05,Cancelled
140,4,70,2025-02-05,38,2025-02-09,Pending
141,13,142,2025-06-22,252,2025-07-03,Delivered
142,19,143,2025-07-31,287,2025-08-13,Delivered
143,18,64,2026-01-24,292,2026-01-28,Delivered
144,9,67,2025-02-13,247,2025-02-27,Pending
145,11,44,2024-11-03,288,2024-11-09,Delivered
146,2,82,2026-06-06,241,2026-06-15,Confirmed
147,18,94,2024-09-12,250,2024-09-19,Pending
148,5,146,2026-02-08,180,2026-02-10,Confirmed
149,13,11,2025-02-07,290,2025-02-10,Confirmed
150,1,117,2025-12-02,31,2025-12-12,Cancelled
151,13,95,2026-06-03,92,2026-06-17,Shipped
152,10,141,2025-01-20,124,2025-02-02,Pending
153,10,27,2026-06-02,216,2026-06-12,Confirmed
154,4,68,2025-08-25,90,2025-09-05,Cancelled
155,11,99,2025-10-12,288,2025-10-27,Confirmed
156,2,140,2026-06-06,173,2026-06-10,Shipped
157,6,17,2026-05-07,287,2026-05-16,Shipped
158,16,26,2026-01-10,206,2026-01-16,Confirmed
159,6,131,2025-09-13,216,2025-09-17,Delivered
160,17,38,2024-10-11,108,2024-10-21,Cancelled
161,9,123,2026-06-10,74,2026-06-14,Cancelled
162,9,76,2025-01-31,178,2025-02-03,Cancelled
163,20,29,2026-04-06,258,2026-04-15,Delivered
164,17,87,2025-09-09,284,2025-09-24,Cancelled
165,14,24,2026-02-26,185,2026-03-02,Shipped
166,2,111,2025-10-23,114,2025-11-01,Delivered
167,1,80,2025-01-08,71,2025-01-18,Delivered
168,16,54,2025-02-04,195,2025-02-19,Shipped
169,19,114,2026-03-09,164,2026-03-16,Pending
170,8,29,2026-02-04,61,2026-02-13,Shipped
171,7,17,2026-05-04,264,2026-05-10,Confirmed
172,4,31,2025-03-13,23,2025-03-16,Delivered
173,6,92,2024-07-26,35,2024-07-30,Delivered
174,1,17,2026-07-15,13,2026-07-28,Confirmed
175,12,37,2024-08-26,239,2024-09-09,Confirmed
176,17,2,2025-01-26,42,2025-02-09,Pending
177,1,149,2026-01-03,236,2026-01-14,Delivered
178,18,146,2025-08-06,61,2025-08-08,Delivered
179,6,8,2025-07-24,192,2025-08-08,Delivered
180,10,23,2025-10-25,225,2025-11-06,Cancelled
181,1,46,2025-09-17,199,2025-09-19,Cancelled
182,17,108,2026-01-08,284,2026-01-23,Shipped
183,9,34,2025-06-23,24,2025-07-02,Delivered
184,12,11,2025-01-17,30,2025-01-29,Delivered
185,16,36,2026-03-12,60,2026-03-25,Delivered
186,1,59,2025-12-06,122,2025-12-12,Confirmed
187,11,144,2024-12-14,17,2024-12-28,Pending
188,15,84,2025-07-25,166,2025-08-09,Delivered
189,5,28,2025-06-22,69,2025-07-05,Shipped
190,19,89,2026-01-14,282,2026-01-25,Cancelled
191,4,89,2025-05-15,292,2025-05-24,Delivered
192,15,127,2025-09-26,184,2025-10-04,Shipped
193,8,124,2025-11-13,244,2025-11-26,Confirmed
194,19,145,2025-02-23,79,2025-03-02,Delivered
195,4,131,2025-08-31,143,2025-09-07,Shipped
196,6,24,2025-08-26,143,2025-09-02,Confirmed
197,19,18,2024-11-19,206,2024-11-30,Confirmed
198,13,144,2024-10-29,227,2024-11-02,Shipped
199,11,33,2025-11-16,130,2025-11-27,Pending
200,14,55,2024-12-18,292,2024-12-26,Pending
201,12,69,2026-01-01,195,2026-01-13,Confirmed
202,14,145,2025-01-18,57,2025-01-27,Pending
203,2,57,2024-08-30,174,2024-09-10,Delivered
204,20,149,2024-08-19,59,2024-09-01,Cancelled
205,2,7,2025-07-30,165,2025-08-10,Delivered
206,17,97,2024-10-15,170,2024-10-24,Cancelled
207,17,131,2025-05-23,147,2025-06-05,Shipped
208,19,113,2024-07-18,128,2024-07-29,Confirmed
209,20,56,2026-06-12,231,2026-06-20,Shipped
210,11,104,2026-01-06,81,2026-01-09,Shipped
211,5,140,2025-09-05,173,2025-09-07,Cancelled
212,10,101,2025-03-05,275,2025-03-11,Confirmed
213,17,67,2024-10-18,151,2024-10-20,Cancelled
214,12,35,2025-05-14,295,2025-05-17,Pending
215,7,37,2026-05-16,150,2026-05-30,Confirmed
216,12,87,2025-05-23,29,2025-06-06,Cancelled
217,20,107,2025-12-16,152,2025-12-30,Shipped
218,5,45,2024-10-09,272,2024-10-24,Delivered
219,6,98,2025-12-11,266,2025-12-17,Delivered
220,12,32,2026-02-05,157,2026-02-08,Delivered
221,12,11,2025-07-24,31,2025-08-04,Delivered
222,11,130,2025-08-25,60,2025-09-03,Delivered
223,2,15,2024-08-12,248,2024-08-17,Pending
224,7,89,2026-01-11,131,2026-01-13,Shipped
225,11,27,2024-12-30,192,2025-01-04,Pending
226,16,143,2025-08-15,94,2025-08-30,Pending
227,8,142,2026-01-11,21,2026-01-16,Pending
228,20,20,2025-07-19,44,2025-07-30,Confirmed
229,20,17,2024-11-13,79,2024-11-16,Shipped
230,20,92,2024-09-17,139,2024-09-24,Cancelled
231,15,124,2026-06-10,51,2026-06-12,Cancelled
232,11,13,2025-07-01,83,2025-07-07,Confirmed
233,2,131,2026-01-28,35,2026-02-05,Pending
234,14,13,2024-08-23,247,2024-09-05,Cancelled
235,11,122,2025-09-03,150,2025-09-06,Cancelled
236,17,124,2026-01-25,43,2026-02-09,Delivered
237,1,32,2026-07-12,165,2026-07-24,Confirmed
238,2,46,2024-08-20,247,2024-09-01,Pending
239,17,95,2024-09-25,184,2024-09-27,Confirmed
240,9,102,2025-01-31,21,2025-02-07,Delivered
241,12,28,2025-06-02,231,2025-06-15,Shipped
242,7,36,2024-10-26,29,2024-11-10,Confirmed
243,5,66,2026-05-12,263,2026-05-24,Pending
244,12,49,2025-01-01,101,2025-01-03,Pending
245,11,148,2026-07-14,104,2026-07-21,Pending
246,12,87,2025-03-06,19,2025-03-13,Confirmed
247,9,16,2026-01-25,233,2026-02-07,Confirmed
248,2,28,2024-11-15,127,2024-11-26,Confirmed
249,12,112,2025-11-13,6,2025-11-18,Delivered
250,20,113,2026-01-11,40,2026-01-16,Cancelled
251,8,89,2025-07-23,270,2025-07-27,Confirmed
252,13,16,2025-01-29,8,2025-02-06,Confirmed
253,11,54,2025-05-05,90,2025-05-13,Confirmed
254,3,35,2025-04-19,221,2025-04-30,Cancelled
255,13,124,2025-04-05,186,2025-04-09,Shipped
256,8,83,2024-12-17,116,2024-12-25,Shipped
257,9,31,2024-11-25,198,2024-12-08,Pending
258,10,119,2025-07-06,67,2025-07-16,Confirmed
259,13,74,2025-05-03,123,2025-05-13,Pending
260,10,76,2024-08-24,8,2024-09-07,Pending
261,1,101,2025-04-13,61,2025-04-16,Shipped
262,16,91,2026-06-27,97,2026-07-09,Shipped
263,17,95,2025-09-09,272,2025-09-16,Delivered
264,5,79,2026-05-08,50,2026-05-18,Pending
265,1,15,2025-08-28,13,2025-09-02,Shipped
266,1,139,2025-01-13,290,2025-01-24,Delivered
267,6,92,2024-09-23,228,2024-10-01,Shipped
268,2,3,2026-04-14,193,2026-04-24,Pending
269,5,38,2025-12-20,290,2025-12-29,Confirmed
270,18,105,2025-01-25,273,2025-02-02,Confirmed
271,3,134,2024-12-31,280,2025-01-08,Confirmed
272,14,22,2026-02-13,233,2026-02-27,Pending
273,10,36,2026-07-08,160,2026-07-23,Pending
274,2,46,2025-12-15,110,2025-12-29,Delivered
275,13,95,2026-02-05,54,2026-02-17,Delivered
276,7,111,2024-11-27,159,2024-12-02,Confirmed
277,13,29,2025-02-20,211,2025-02-26,Shipped
278,1,121,2025-04-28,293,2025-05-13,Confirmed
279,1,65,2025-09-04,91,2025-09-15,Cancelled
280,20,37,2025-01-30,205,2025-02-14,Pending
281,1,16,2025-06-11,282,2025-06-22,Confirmed
282,3,121,2024-08-08,78,2024-08-10,Pending
283,15,128,2024-09-05,71,2024-09-09,Confirmed
284,10,149,2025-06-25,152,2025-07-02,Shipped
285,17,120,2026-01-27,194,2026-02-02,Shipped
286,4,49,2025-09-16,118,2025-09-21,Cancelled
287,7,101,2026-03-12,40,2026-03-27,Shipped
288,18,55,2025-07-07,69,2025-07-15,Pending
289,20,49,2025-02-18,265,2025-03-04,Confirmed
290,20,63,2024-12-04,100,2024-12-16,Cancelled
291,20,56,2024-08-16,272,2024-08-21,Delivered
292,12,9,2025-12-31,117,2026-01-08,Pending
293,9,78,2024-07-19,208,2024-07-27,Delivered
294,1,110,2025-12-06,90,2025-12-18,Shipped
295,20,27,2025-09-15,186,2025-09-29,Confirmed
296,3,92,2025-09-20,38,2025-09-30,Shipped
297,11,146,2025-04-06,66,2025-04-11,Confirmed
298,10,7,2025-02-17,157,2025-03-01,Pending
299,6,20,2026-05-10,267,2026-05-23,Cancelled
300,11,47,2025-04-06,149,2025-04-16,Shipped
301,10,17,2025-05-15,6,2025-05-21,Cancelled
302,2,70,2026-03-22,90,2026-03-27,Delivered
303,5,43,2025-02-24,36,2025-02-27,Confirmed
304,13,23,2024-07-30,266,2024-08-02,Pending
305,9,40,2026-05-24,178,2026-05-30,Shipped
306,12,12,2025-08-02,200,2025-08-17,Delivered
307,15,47,2025-08-25,93,2025-09-06,Cancelled
308,16,112,2024-10-06,32,2024-10-13,Delivered
309,10,26,2025-07-08,195,2025-07-12,Shipped
310,6,144,2025-02-01,73,2025-02-10,Delivered
311,1,2,2025-01-26,210,2025-01-30,Pending
312,13,93,2024-11-09,81,2024-11-17,Shipped
313,16,8,2024-12-04,238,2024-12-07,Pending
314,3,129,2025-05-08,23,2025-05-23,Pending
315,16,111,2025-06-24,253,2025-06-27,Delivered
316,19,18,2025-12-17,131,2026-01-01,Shipped
317,5,40,2024-09-17,112,2024-10-01,Cancelled
318,7,96,2025-06-25,99,2025-07-04,Confirmed
319,6,25,2025-02-25,235,2025-03-02,Cancelled
320,10,80,2026-01-19,57,2026-01-30,Pending
321,4,26,2026-02-05,245,2026-02-17,Delivered
322,11,64,2026-06-23,166,2026-07-08,Cancelled
323,14,36,2026-01-30,201,2026-02-12,Confirmed
324,1,2,2026-05-08,177,2026-05-10,Pending
325,14,74,2026-02-03,60,2026-02-07,Shipped
326,14,67,2025-12-27,70,2026-01-09,Cancelled
327,15,9,2026-01-14,179,2026-01-26,Confirmed
328,2,124,2025-08-10,53,2025-08-16,Confirmed
329,2,100,2026-01-31,12,2026-02-03,Confirmed
330,19,144,2026-04-24,18,2026-05-03,Shipped
331,20,42,2026-01-01,223,2026-01-08,Cancelled
332,19,117,2025-03-10,185,2025-03-22,Pending
333,14,74,2025-11-24,206,2025-11-30,Cancelled
334,7,27,2025-09-10,46,2025-09-12,Pending
335,1,41,2025-03-21,86,2025-04-03,Confirmed
336,10,68,2025-04-08,6,2025-04-21,Shipped
337,14,126,2024-11-15,195,2024-11-25,Delivered
338,7,120,2026-03-04,222,2026-03-09,Confirmed
339,14,102,2024-08-09,172,2024-08-15,Cancelled
340,5,126,2026-04-08,240,2026-04-16,Cancelled
341,1,74,2026-04-09,264,2026-04-24,Confirmed
342,9,11,2026-02-08,37,2026-02-19,Delivered
343,7,42,2025-02-27,140,2025-03-02,Shipped
344,8,98,2025-11-15,54,2025-11-29,Shipped
345,2,132,2024-11-01,224,2024-11-11,Confirmed
346,19,116,2025-04-26,119,2025-05-08,Cancelled
347,10,121,2025-10-27,221,2025-11-07,Pending
348,17,61,2025-02-25,208,2025-03-09,Delivered
349,14,20,2025-04-02,218,2025-04-10,Confirmed
350,5,81,2025-09-02,72,2025-09-05,Shipped
351,19,99,2026-01-06,104,2026-01-15,Delivered
352,12,132,2025-04-03,30,2025-04-17,Shipped
353,19,142,2025-05-19,66,2025-05-25,Confirmed
354,9,34,2025-03-08,103,2025-03-14,Confirmed
355,8,55,2026-03-16,54,2026-03-20,Cancelled
356,11,45,2025-08-26,47,2025-08-31,Pending
357,18,64,2025-11-01,46,2025-11-15,Pending
358,7,132,2024-07-21,161,2024-07-30,Pending
359,10,40,2025-11-28,64,2025-12-10,Delivered
360,12,27,2025-10-11,12,2025-10-17,Delivered
361,4,50,2024-11-26,71,2024-12-05,Delivered
362,1,68,2025-03-07,87,2025-03-20,Delivered
363,14,71,2026-07-08,167,2026-07-20,Confirmed
364,20,31,2026-05-15,88,2026-05-23,Confirmed
365,11,26,2024-07-27,213,2024-08-11,Confirmed
366,10,38,2026-03-04,222,2026-03-09,Cancelled
367,19,9,2025-03-11,161,2025-03-21,Confirmed
368,2,75,2025-06-29,116,2025-07-14,Confirmed
369,7,145,2025-04-30,166,2025-05-15,Delivered
370,2,17,2026-01-29,260,2026-02-07,Confirmed
371,15,66,2025-07-10,129,2025-07-25,Cancelled
372,6,78,2025-05-30,245,2025-06-06,Cancelled
373,3,7,2024-07-27,180,2024-07-30,Cancelled
374,13,76,2025-11-19,114,2025-11-25,Pending
375,9,8,2024-11-27,245,2024-12-08,Confirmed
376,3,96,2024-12-20,25,2024-12-24,Pending
377,14,63,2026-01-14,192,2026-01-28,Confirmed
378,1,67,2025-07-01,261,2025-07-06,Delivered
379,2,78,2026-02-18,194,2026-03-04,Pending
380,1,107,2025-09-10,79,2025-09-17,Confirmed
381,16,19,2025-06-01,156,2025-06-04,Pending
382,9,149,2026-07-09,147,2026-07-16,Delivered
383,13,9,2025-05-14,230,2025-05-16,Delivered
384,20,145,2025-03-22,64,2025-03-29,Pending
385,4,14,2024-07-22,53,2024-08-02,Cancelled
386,2,136,2025-04-05,95,2025-04-07,Delivered
387,18,23,2024-09-27,41,2024-10-02,Confirmed
388,16,77,2025-06-14,123,2025-06-19,Cancelled
389,9,8,2026-04-22,263,2026-05-02,Pending
390,1,53,2025-01-07,224,2025-01-19,Pending
391,12,98,2024-08-03,203,2024-08-18,Delivered
392,16,64,2025-03-17,132,2025-03-28,Cancelled
393,17,26,2025-12-12,92,2025-12-27,Pending
394,5,56,2025-08-25,288,2025-09-09,Shipped
395,19,121,2026-04-05,118,2026-04-11,Cancelled
396,10,9,2026-03-23,164,2026-04-02,Confirmed
397,6,116,2025-07-01,20,2025-07-15,Confirmed
398,7,40,2025-11-26,163,2025-11-28,Pending
399,13,78,2025-07-30,21,2025-08-11,Cancelled
400,17,47,2026-07-13,192,2026-07-20,Cancelled
401,3,31,2026-03-29,108,2026-04-08,Confirmed
402,5,133,2024-12-07,62,2024-12-11,Cancelled
403,20,130,2024-11-18,126,2024-11-23,Cancelled
404,11,19,2026-05-19,48,2026-05-30,Pending
405,1,88,2026-06-06,138,2026-06-09,Pending
406,12,6,2026-06-25,295,2026-06-30,Confirmed
407,4,104,2024-07-30,212,2024-08-02,Confirmed
408,5,144,2025-12-21,239,2025-12-26,Cancelled
409,3,35,2024-10-27,28,2024-11-04,Cancelled
410,20,102,2025-06-27,248,2025-07-09,Shipped
411,4,78,2026-05-03,114,2026-05-12,Delivered
412,7,61,2026-01-28,89,2026-02-03,Delivered
413,13,139,2025-08-31,266,2025-09-06,Confirmed
414,12,111,2024-09-26,178,2024-10-05,Pending
415,8,115,2026-05-31,237,2026-06-07,Confirmed
416,9,23,2025-08-01,171,2025-08-11,Confirmed
417,12,51,2025-10-19,36,2025-10-22,Cancelled
418,11,33,2025-12-01,80,2025-12-05,Cancelled
419,6,21,2026-05-20,73,2026-06-01,Delivered
420,6,3,2025-09-23,166,2025-10-07,Shipped
421,3,107,2025-03-23,208,2025-04-02,Delivered
422,14,22,2024-08-16,192,2024-08-26,Delivered
423,1,114,2025-05-19,155,2025-05-24,Shipped
424,10,24,2026-01-13,230,2026-01-26,Confirmed
425,8,118,2025-12-13,19,2025-12-15,Delivered
426,10,112,2025-03-25,53,2025-04-05,Cancelled
427,9,10,2024-07-23,12,2024-08-03,Delivered
428,6,132,2024-09-26,63,2024-09-28,Pending
429,9,143,2024-12-11,10,2024-12-26,Pending
430,6,82,2025-03-22,66,2025-03-29,Delivered
431,6,149,2025-06-25,278,2025-06-28,Shipped
432,5,126,2025-01-22,182,2025-02-04,Pending
433,5,109,2026-05-04,74,2026-05-09,Cancelled
434,19,90,2025-04-06,90,2025-04-14,Delivered
435,14,123,2026-04-30,15,2026-05-08,Shipped
436,7,42,2025-11-08,275,2025-11-11,Pending
437,3,5,2025-03-22,50,2025-03-26,Cancelled
438,20,42,2025-10-14,81,2025-10-21,Shipped
439,1,141,2024-09-13,184,2024-09-18,Cancelled
440,4,113,2026-03-22,195,2026-03-27,Delivered
441,18,71,2026-02-20,217,2026-03-03,Confirmed
442,9,123,2025-01-21,108,2025-02-04,Cancelled
443,13,116,2025-06-27,157,2025-07-01,Cancelled
444,8,104,2025-12-29,299,2026-01-05,Shipped
445,20,52,2024-08-17,220,2024-08-28,Pending
446,15,121,2026-05-01,149,2026-05-09,Delivered
447,11,6,2024-10-27,137,2024-11-06,Shipped
448,5,102,2024-11-30,107,2024-12-02,Shipped
449,20,57,2024-08-07,285,2024-08-22,Shipped
450,6,100,2024-07-21,262,2024-07-29,Cancelled
451,1,50,2025-08-29,124,2025-09-09,Delivered
452,2,109,2025-12-23,293,2025-12-26,Delivered
453,8,126,2024-08-01,160,2024-08-09,Confirmed
454,7,136,2025-10-07,112,2025-10-21,Pending
455,6,124,2025-09-29,257,2025-10-05,Cancelled
456,18,107,2026-04-15,293,2026-04-30,Shipped
457,1,75,2026-06-14,270,2026-06-25,Delivered
458,6,144,2025-07-12,58,2025-07-14,Pending
459,3,116,2026-01-30,75,2026-02-12,Cancelled
460,11,78,2024-10-03,223,2024-10-17,Delivered
461,10,4,2024-10-11,44,2024-10-20,Pending
462,16,6,2024-10-02,194,2024-10-16,Delivered
463,5,70,2025-12-18,286,2025-12-26,Confirmed
464,14,21,2026-02-10,203,2026-02-19,Pending
465,1,102,2024-11-01,26,2024-11-07,Confirmed
466,17,50,2026-04-23,207,2026-04-28,Confirmed
467,2,111,2026-01-25,21,2026-02-04,Delivered
468,8,36,2026-05-19,28,2026-06-03,Delivered
469,18,128,2025-08-10,280,2025-08-14,Shipped
470,10,105,2025-02-28,259,2025-03-03,Cancelled
471,2,131,2025-03-03,232,2025-03-07,Confirmed
472,14,47,2025-02-10,25,2025-02-14,Delivered
473,12,141,2026-06-27,282,2026-07-12,Pending
474,20,21,2024-11-20,146,2024-11-24,Delivered
475,7,16,2024-07-21,125,2024-07-29,Confirmed
476,4,82,2026-06-01,19,2026-06-11,Delivered
477,15,148,2025-05-04,226,2025-05-11,Delivered
478,5,53,2025-07-31,24,2025-08-03,Delivered
479,4,61,2024-07-27,66,2024-07-31,Shipped
480,19,101,2025-08-18,256,2025-09-02,Pending
481,1,84,2025-05-18,170,2025-05-27,Shipped
482,16,29,2024-08-01,196,2024-08-14,Pending
483,5,125,2026-03-25,216,2026-04-09,Shipped
484,14,29,2024-10-18,144,2024-10-22,Cancelled
485,1,117,2026-06-12,250,2026-06-19,Delivered
486,5,21,2025-03-10,35,2025-03-25,Delivered
487,17,101,2026-04-07,266,2026-04-12,Cancelled
488,16,136,2025-12-18,56,2025-12-20,Delivered
489,12,129,2025-05-12,50,2025-05-20,Cancelled
490,2,100,2025-02-28,34,2025-03-04,Shipped
491,2,56,2024-07-28,44,2024-08-08,Shipped
492,17,88,2024-12-09,216,2024-12-23,Pending
493,17,54,2025-08-03,144,2025-08-09,Shipped
494,13,81,2026-06-30,118,2026-07-06,Pending
495,19,71,2024-10-20,80,2024-10-24,Cancelled
496,11,69,2025-10-04,8,2025-10-09,Pending
497,6,132,2026-06-15,15,2026-06-27,Pending
498,15,52,2025-04-17,258,2025-04-25,Cancelled
499,7,29,2025-07-06,165,2025-07-12,Pending
500,17,64,2025-08-06,9,2025-08-08,Pending
501,4,3,2026-03-08,21,2026-03-15,Confirmed
502,10,149,2026-06-01,262,2026-06-06,Delivered
503,5,142,2025-01-28,50,2025-02-11,Confirmed
504,2,90,2026-03-08,81,2026-03-10,Confirmed
505,13,106,2025-08-27,65,2025-09-04,Pending
506,7,142,2025-03-28,215,2025-04-07,Pending
507,9,86,2026-05-15,220,2026-05-24,Shipped
508,20,129,2025-03-12,20,2025-03-18,Delivered
509,19,104,2025-08-17,10,2025-08-26,Delivered
510,13,39,2025-01-02,140,2025-01-14,Shipped
511,6,132,2025-09-26,26,2025-10-11,Pending
512,2,120,2025-09-22,250,2025-09-28,Shipped
